name;addr;rating;phone;more_phones;
Градъ Петровъ;199034, Санкт-Петербург, Университетская наб., д. 5, — вход с ул. Менделеевская линия;5.0;+7 495 150-09-72;+7 812 326-01-37;
НагаСаки;197350, Санкт-Петербург, Комендантский пр-кт, д. 27 к1, — 1 этаж;0.0;;;
Суши Mir;194354, Санкт-Петербург, Есенина ул., д. 12;0.0;;;
Счастье;191025, Санкт-Петербург, Невский пр-кт, д. 55;0.0;;;
Мобильные палки;194156, Санкт-Петербург, Большой Сампсониевский пр-кт, д. 108;0.0;;;
О! Еда;196240, Санкт-Петербург, 1-й Предпортовый проезд, д. 19;0.0;;;
Sandal;194214, Санкт-Петербург, Энгельса пр-кт, д. 97;5.0;;;
Meltcer Fish House;197183, Санкт-Петербург, Школьная ул., д. 14, — 1 этаж;0.0;+7 495 150-09-72;+7 812 324-41-25;
токио ситибо;197082, Санкт-Петербург, Богатырский пр-кт, д. 55;5.0;;;
Redis;197198, Санкт-Петербург, Добролюбова пр-кт, д. 18;0.0;;;
Кус-кус;191123, Санкт-Петербург, Чернышевского пр-кт, д. 11/57;0.0;;;
Эльсинор;195027, Санкт-Петербург, Большеохтинский пр-кт, д. 1 к1, — 1 этаж;0.0;+7 495 150-09-72;+7 812 224-26-80;
Telepizza (Телепицца);194356, Санкт-Петербург, Просвещения пр-кт, д. 25;5.0;+7 812 335-63-35;+7 812 335-63-35;
Ампир;190121, Санкт-Петербург, Английский пр-кт, д. 16;0.0;;;
Евразия;191023, Санкт-Петербург, Садовая ул., д. 8, — 1 этаж;2.8;;;
Евразия-Экспресс;191119, Санкт-Петербург, Лиговский пр-кт, д. 93;0.0;+7 812 334-14-55;+7 812 325-60-60;
Банкетный зал Альбион;190013, Санкт-Петербург, Реки Фонтанки наб., д. 108;0.0;;;
Великая стена;197136, Санкт-Петербург, Ленина ул., д. 45, — 1 этаж;4.0;+7 911 786-91-19;+7 812 235-18-98;
Sanam;191002, Санкт-Петербург, Ломоносова ул., д. 16, — 1 этаж;0.0;;;
Concord Restaurants & Banqueting;199034, Санкт-Петербург, Лейтенанта Шмидта наб., д. 7;0.0;;;
Pizza Time;198097, Санкт-Петербург, Стачек пр-кт, д. 40;0.0;+7 812 903-31-79;+7 812 425-37-51;
Чайка;191023, Санкт-Петербург, Итальянская ул., д. 15, — 5 этаж;4.4;;;
Ресторан "Гуси-Лебеди";197341, Санкт-Петербург, Коломяжский пр-кт, д. 19/1;3.3;;;
Canolli;198095, Санкт-Петербург, Маршала Говорова ул., д. 35а, — ДЦ Желтый Угол;0.0;;;
SПБ;198216, Санкт-Петербург, Ленинский пр-кт, д. 133, — 1 этаж;4.5;;;
Mr.Chan;197022, Санкт-Петербург, Аптекарский пр-кт, д. 2, — 1 этаж;0.0;;;
Чито Гврито;191119, Санкт-Петербург, Марата ул., д. 73;0.0;;;
Il Patio;191167, Санкт-Петербург, Невский пр-кт, д. 182, — 1 этаж;0.0;;;
Китайская кухня;191119, Санкт-Петербург, Транспортный пер., д. 1, — 2 этаж;0.0;;;
Brullov;199034, Санкт-Петербург, Лейтенанта Шмидта наб., д. 37;0.0;;;
Нарзан;192012, Санкт-Петербург, Запорожская ул., д. 21;0.0;;;
Акари;191119, Санкт-Петербург, Свечной пер., д. 27;4.3;;;
Челентано;Санкт-Петербург, Малый П.С. пр-кт, д. 76;0.0;;;
Golden Garden;191025, Санкт-Петербург, Владимирский пр-кт, д. 9;0.0;;;
Малибу;191186, Санкт-Петербург, Большая Конюшенная ул.;0.0;;;
Желания;197198, Санкт-Петербург, Добролюбова пр-кт, д. 23, — 2-х этажный;5.0;;;
line-cafe;197343, Санкт-Петербург, Ланское ш., д. 59;0.0;;;
ХаоЧи;190121, Санкт-Петербург, Английский пр-кт, д. 48;0.0;;;
Петербургская Ассоциация Барменов;190121, Санкт-Петербург, Лермонтовский пр-кт, д. 1, — 401 офис;0.0;+7 812 714-72-74;+7 812 677-72-74;
VinoVino;191036, Санкт-Петербург, 8-я Советская ул., д. 4;5.0;;;
Парадиз-Кейтеринг;195197, Санкт-Петербург, Полюстровский пр-кт, д. 87;0.0;;;
У Набережной;195027, Санкт-Петербург, Большеохтинский пр-кт, д. 4;0.0;;;
Штабной;191186, Санкт-Петербург, Большая Морская ул., д. 6, — цокольный этаж;0.0;;;
Pomodori, таверна;199397, Санкт-Петербург, Кораблестроителей ул., д. 30 к1;0.0;;;
Love Sushi;191015, Санкт-Петербург, Кавалергардская ул., д. 10;0.0;;;
For Love;197227, Санкт-Петербург, Байконурская ул., д. 13 к2, — вход с ул. Богатырский проспект;0.0;+7 962 709-33-41;+7 812 715-71-46;
Warsteiner Forum;191024, Санкт-Петербург, Невский пр-кт, д. 120;0.0;+7 812 717-54-06;+7 812 717-54-06;
Ресторан Клево;194354, Санкт-Петербург, Энгельса пр-кт, д. 113к1;5.0;;;
Celebrity;192238, Санкт-Петербург, Бухарестская ул., д. 96, — 2 этаж;0.0;;;
Линдфорс;191186, Санкт-Петербург, Невский пр-кт, д. 3, — 1 этаж;0.0;;;
Мандарин;192284, Санкт-Петербург, Купчинская ул., д. 1, — 2 этаж;0.0;;;
Суши Wok;197349, Санкт-Петербург, Уточкина ул., д. 2;0.0;;;
Марракеш;197227, Санкт-Петербург, Испытателей пр-кт, д. 29к1;0.0;;;
Васаби/Розарио;194356, Санкт-Петербург, Энгельса пр-кт, д. 139, — 1 этаж;0.0;;;
Жан-Жак Руссо;191024, Санкт-Петербург, Невский пр-кт, д. 166;3.0;;;
Банкетный Зал "Панорама";195112, Санкт-Петербург, Малоохтинский пр-кт, д. 64литерВ;0.0;;;
Ресторан НИНДЗЯ;197110, Санкт-Петербург, Мартынова наб., д. 9;0.0;;;
Редис кейтеринг;194291, Санкт-Петербург, Просвещения пр-кт, д. 41;0.0;;;
Создание Событий;191123, Санкт-Петербург, Фурштатская ул., д. 50, — лит А;0.0;+7 812 996-65-17;+7 812 993-60-29;
Театро;190000, Санкт-Петербург, Глинки ул., д. 2;4.5;+7 812 900-44-88;+7 812 314-15-76;
Евразия-Экспресс;191119, Санкт-Петербург, Боровая ул., д. 32;0.0;+7 812 334-14-55;+7 812 325-60-60;
Старый Баку;198510, Санкт-Петербург, г. Петергоф, сдт Озерковое Садовая ул., д. 35;0.0;;;
KILLFISH;192177, Санкт-Петербург, Караваевская ул., д. 24, — ТК Диана;0.0;;;
Евразия-Экспресс;198097, Санкт-Петербург, Стачек пр-кт, д. 32;0.0;+7 812 334-14-55;+7 812 325-60-60;
La Cucina;191317, Санкт-Петербург, Александра Невского пл., д. 2, — 2 этаж;0.0;;;
Евразия;196066, Санкт-Петербург, Ленинский пр-кт, д. 160, — 1 этаж;0.0;;;
KILLFISH;197022, Санкт-Петербург, Большой П.С. пр-кт, д. 79а, — 1 этаж;0.0;;;
Фалафельная 1;191014, Санкт-Петербург, Жуковского ул., д. 12;0.0;;;
Гайот, Бизнес-центр;197022, Санкт-Петербург, Профессора Попова ул., д. 23;0.0;+7 812 234-55-89;+7 812 493-33-35;
Bat & Blood;191023, Санкт-Петербург, Садовая ул., д. 28, — 30;0.0;;;
Домо Аригато;192241, Санкт-Петербург, Пражская ул., д. 48;0.0;;;
Япоша;196105, Санкт-Петербург, Московский пр-кт, д. 186, — вход с ул. Московский проспект;0.0;;;
Евразия;197374, Санкт-Петербург, Савушкина ул., д. 116;4.5;+7 812 313-09-19;+7 812 313-09-19;
Пельмения;199004, Санкт-Петербург, Средний В.О. пр-кт, д. 11, — вход со Среднего проспекта;4.5;;;
Аданте;197198, Санкт-Петербург, Мытнинская наб., д. 3;0.0;;;
Tokyo-City;193231, Санкт-Петербург, Большевиков пр-кт, д. 9;4.7;;;
AzianA;191002, Санкт-Петербург, Владимирский пр-кт, д. 19, — 4 этаж;0.0;;;
Ресторан "Моя Италия" | La mia Italia Вкусная "Италия" на Московском проспекте;190005, Санкт-Петербург, Московский пр-кт, д. 18;0.0;;;
Кансай;195027, Санкт-Петербург, Среднеохтинский пр-кт, д. 33, — 1 этаж;0.0;;;
Серебряный Век;194064, Санкт-Петербург, Светлановский пр-кт, д. 49 к2;0.0;+7 921 444-09-92;+7 812 297-88-16;
Пекин;190068, Санкт-Петербург, Садовая ул., д. 60, — 1 этаж;0.0;;;
Tone;190005, Санкт-Петербург, Московский пр-кт, д. 62;0.0;;;
Tokyo-City;197374, Санкт-Петербург, Туристская ул., д. 10 к1, — 1 этаж;0.0;;;
Игратека;191123, Санкт-Петербург, Кирочная ул., д. 39;0.0;;;
Паруса;197110, Санкт-Петербург, Петровская коса, д. 9а;1.0;+7 495 150-09-72;+7 812 929-92-83, +7 812 922-52-63, +7 812 923-63-99;
Евразия;191015, Санкт-Петербург, Суворовский пр-кт, д. 42, — 1 этаж;0.0;;;
К-раута, Сеть Строительных Гипермаркетов;199155, Санкт-Петербург, КИМа пр-кт, д. 13;3.7;;;
Евразия;196084, Санкт-Петербург, Московский пр-кт, д. 145, — 1 этаж;3.5;;;
ЛЕВЪ;199004, Санкт-Петербург, 7-я В.О. линия, д. 54;4.1;+7 495 150-09-72;+7 812 323-13-72, +7 921 925-75-40;
Прана Бар;190000, Санкт-Петербург, Казанская ул., д. 31;5.0;;;
Пицца Пармезан;Санкт - Петербург,  просп. Ленинский  88;0.0;;;
Last Palace;191186, Санкт - Петербург,  наб. Реки Мойки;0.0;;;
Elba;199034, Санкт-Петербург, Университетская наб., д. 13;0.0;+7 812 327-89-47;+7 812 327-89-42;
Ресторан Henry;197046, Санкт-Петербург, Петровская наб., д. 4;4.8;;;
Суши Рай;198303, Санкт-Петербург, Маршала Жукова пр-кт, д. 35 к3, — вход со двора;0.0;;;
Евразия;195265, Санкт-Петербург, Луначарского пр-кт, д. 104 к2, — 1 этаж;4.0;;;
Eat2fit;197110, Санкт - Петербург,  наб. Мартынова;4.5;+7 921 993-62-24;+7 812 604-02-64;
Евразия-Экспресс;191002, Санкт-Петербург, Загородный пр-кт, д. 21, — 23;0.0;+7 812 334-14-55;+7 812 325-60-60;
Две палочки;190031, Санкт-Петербург, Московский пр-кт, д. 4;4.0;;;
Джун-го;191036, Санкт-Петербург, Суворовский пр-кт, д. 2;4.0;;;
Портер Хаус;197101, Санкт-Петербург, Воскова ул., д. 31/20;4.6;+7 812 233-33-52;+7 812 233-33-52;
Romeo's bar & kitchen;190068, Санкт-Петербург, Римского-Корсакова пр-кт, д. 43, — 1 этаж;4.0;+7 495 150-09-72;+7 812 572-54-48;
СушиСмак;194354, Санкт-Петербург, Луначарского пр-кт, д. 56к1;0.0;;;
Евразия;191028, Санкт-Петербург, Литейный пр-кт, д. 28, — вход с ул. Литейный проспект;0.0;+7 812 579-07-36;+7 812 273-47-36;
Санте;198330, Санкт-Петербург, Ленинский пр-кт, д. 93;0.0;+7 812 747-09-22;+7 812 747-09-20;
Картаго;196105, Санкт-Петербург, Космонавтов пр-кт, д. 14, — ТРЦ Радуга;0.0;;;
